Kommentarer__0-5_,Kvinne,Musescore,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Unnamed_8,Unnamed_8_link,Når_komponert,Når_komponert_link,Unnamed_10,Unnamed_10_link,Unnamed_11,Diverse_kommentarer,Diverse_kommentarer_link,Egne_noter,Forlag,Platenr_,Unnamed_16
3,,x,Min Herre har kalt meg,https://musescore.com/user/26911315/scores/11728582,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,Sigvald Skavlan,https://no.wikipedia.org/wiki/Sigvald_Skavlan,1839 - 1912,,1894,,From opus 29 (Diakonissesang),,,,,,Brødrene Hals,727,
1,,x,Elegie,https://musescore.com/user/26911315/scores/8963558,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1889,,Op. 22 No 2,,,,,,Brødrene Hals,433,
3,,x,Festmarsch,https://musescore.com/user/26911315/scores/8714049,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1882,,Op. 11,,,,,,Carl Warmuth,790,
5,,x,For kvinden,https://musescore.com/user/26911315/scores/6486934,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,Peter Andreas Jensen,https://no.wikipedia.org/wiki/Peter_Andreas_Jensen,1812 - 1867,,1883,,Op. 14 No 2,,,,,,Carl Warmuth,893,
4,,x,Foraarshilsen,https://musescore.com/user/26911315/scores/14901571,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1885,,"""Stand-alone"" version in 1886",,,,,,Carl Warmuth,1000,
4,,x,Holberg-menuet,https://musescore.com/user/26911315/scores/8805954,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,,,,,,,Carl Warmuth,977,
5,,x,Humoreske,https://musescore.com/user/26911315/scores/10427080,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1889,,Op. 22 No 3,,,,,,Brødrene Hals,434,
,,x,I Skoven,https://musescore.com/user/26911315/scores/6486934,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,Ludwig Uhland,https://snl.no/Ludwig_Uhland,1787 - 1862,,1883,,Op. 14 No 3,,,,,,Carl Warmuth,894,
2,,x,Impromptu,https://musescore.com/user/26911315/scores/10269889,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,Op. 16 No 3,,,,,Ikke egne noter.,Carl Warmuth,975,
2,,x,2den Mazurka Caprice,https://musescore.com/user/26911315/scores/7950296,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1885,,Op. 17,,,,,,Carl Warmuth,1093,
3,,x,Mazurka Caprice,https://musescore.com/user/26911315/scores/12647737,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,Op. 15,,,,,,Carl Warmuth,,
2,,x,Melodie,https://musescore.com/user/26911315/scores/16243375,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,Nordisk Musiktidende No 9,,,,,,,,
4,,x,Menuet,https://musescore.com/user/26911315/scores/16887538,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1888,,Nordisk Musiktidende No 10 1888,,,,,,,,
4,,x,Min Herre har kalt meg,https://musescore.com/user/26911315/scores/11728582,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,"Skavlan, Sigvald",https://no.wikipedia.org/wiki/Sigvald_Skavlan,1839 - 1912,,1894,,,,,,,,,,
2,,x,Nocturne,https://musescore.com/user/26911315/scores/8778441,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1882,,Op. 12,,,,,,Carl Warmuth,818,
4,,x,Romance,https://musescore.com/user/26911315/scores/8341712,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1889,,Op. 22 No 1,,,,,,Brødrene Hals,432,
5,,x,Saknaden,https://musescore.com/user/26911315/scores/6486934,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,Johan Henric Kellgren,https://no.wikipedia.org/wiki/Johan_Henric_Kellgren,1751 - 1795,,1883,,Op. 14 No 1,,,,,,Carl Warmuth,892,
,,x,Serenata,https://musescore.com/user/26911315/scores/9079106,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1886,,Op. 18 No 1,,,,,,Carl Warmuth,1220,
3,,x,Serenata,https://musescore.com/user/26911315/scores/10353844,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,Op. 16 No 1,,,,,Ikke egne noter.,Carl Warmuth,973,
,,,Sukket,,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,Nikolaus Lenau,https://en.wikipedia.org/wiki/Nikolaus_Lenau,1802 - 1850,,1878,,Op. 5 No 1,,,,,Nordisk Musiktidende 1884,Carl Warmuth,,
5,,x,Taylors sang,https://musescore.com/user/26911315/scores/6486934,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832 - 1910,,1883,,Op. 14 No 4,,,,,,Carl Warmuth,895,
1,,x,Tre Sange,https://musescore.com/user/26911315/scores/8854893,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1878,,Op. 5,,,,,,Carl Warmuth,361,
2,,x,Valse,https://musescore.com/user/26911315/scores/9100724,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1886,,Op. 18 No 3,,,,,,Carl Warmuth,1220,
5,,x,Vue,https://musescore.com/user/26911315/scores/10191571,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1884,,Op. 16 No 2,,,,,Ikke egne noter.,Carl Warmuth,974,
3,,x,Zwei Improvisatas No 1.,https://musescore.com/user/26911315/scores/12070807,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1891,,Op. 25 No 1,,,,,,Carl Warmuth,1766,
4,,x,Zwei Improvisatas No 2.,https://musescore.com/user/26911315/scores/12093628,"Cappelen, Christian",https://no.wikipedia.org/wiki/Christian_Cappelen,1845 - 1916,,,,,,1891,,Op. 25 No 2,,,,,,Carl Warmuth,1766,
4,,x,Couvreur-Champagne-March,https://musescore.com/user/26911315/scores/10148128,"Carl, Rudolph",,,,,,,,1901,,,,,,,,Emile Petroe,4,
4,,x,Petite Mignonne,https://musescore.com/user/26911315/scores/15059920,"Carman, Marius",,1851 - 1911,,,,,,1889?,,Published in Norway 1896,,,,,,Haakon Zapffe,240,
5,KU,x,Mi Teresita,https://musescore.com/user/26911315/scores/6783813,"Carreño, Teresa",https://en.wikipedia.org/wiki/Teresa_Carreño,1853 - 1917,,,,,,1891,,,,,,,,Carl Warmuth,1740,
4,,x,Det var slik en vakker solskinsdag,https://musescore.com/user/26911315/scores/6081712,"Castberg, Torgrim",https://no.wikipedia.org/wiki/Torgrim_Castberg,1874 - 1928,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832 - 1910,,1900,,,,,,,,Carl Warmuth,,
5,,x,Ingerid Sletten,https://musescore.com/user/26911315/scores/6080245,"Castberg, Torgrim",https://no.wikipedia.org/wiki/Torgrim_Castberg,1874 - 1928,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832 - 1910,,1900,,,,,,,,,,
4,,,"Tag imod Krandsen, den er til dig",,"Castberg, Torgrim",https://no.wikipedia.org/wiki/Torgrim_Castberg,1874 - 1928,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832 - 1910,,1900,,,,,,,,,,
3,,x,"Vesle-Blomme, Enge-Blomme",https://musescore.com/user/26911315/scores/6088711,"Castberg, Torgrim",https://no.wikipedia.org/wiki/Torgrim_Castberg,1874 - 1928,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1900,,,,,,,,,,
5,,,Colombine,,Christensen Bjarne,,1888 - 1966,,,,,,,,Opus 17,,,,,,,,
3,,x,Mor,https://musescore.com/user/26911315/scores/13187998,"Christensen, Hans",https://www.nb.no/items/1a4b605f61d942e7cba7969acc6402cd?page=1&searchText=%22Hans%20Christensen%22,1877 - 1942,,"Christensen, Hans",https://www.nb.no/items/1a4b605f61d942e7cba7969acc6402cd?page=1&searchText=%22Hans%20Christensen%22,1877 - 1942,,1911,,Arr. Carl Sander,,,Arr. 1923/24,,,Haakon Zapffe,883,
5,,x,Vuggesang om Julekvælden,https://musescore.com/user/26911315/scores/22130824,"Christiansen, Fredrik Melius",https://en.wikipedia.org/wiki/F._Melius_Christiansen,1871 - 1955,,"Lange, Albert J.",https://no.wikipedia.org/wiki/Albert_J._Lange,1856 - 1922,,1906,,,,,,,,Haakon Zapffe,804 (6812),
5,,x,Vetteren,https://musescore.com/user/26911315/scores/9704812,"Claussen, Christian",,1857 - 1927,https://www.nb.no/items/99ed95c42240788bfa64d6615aaec39c?page=3&searchText=%22Chr.%20Claussen%22,Anders Hovden,https://no.wikipedia.org/wiki/Anders_Hovden,1860 - 1943,,1902,,Opus 4,,,,,,Haakon Zapffe,304,
,,,At daybreak,,"Coerne, Louis A",,1870 - 1922,,,,,,1917,,,,,,,PDF,Etude,,
,,,Meget gjerne,,Cornelius,,?,,,,,,1898,,,,,,,,Haakon Zapffe,426,
4,,x,Farväl til Wermland,https://musescore.com/user/26911315/scores/13772197,"Cronholm, Axel",https://tidningar.kb.se/1767385/1908-10-28/edition/11631/part/1/page/6/?q=%22cronholm%22&sort=asc&from=1908-10-28,1840 - 1908,,,,,,1863,,,,,,,,Elkan & Schildknecht,157,
2,,x,La Coquette,https://musescore.com/user/26911315/scores/8544986,"Czibulka, Alphonse",https://en.wikipedia.org/wiki/Alphons_Czibulka,1842 - 1894,,,,,,1892,,Op. 374,,,,,,Brødrene Hals,584,
3,,x,Jultankar,https://musescore.com/user/26911315/scores/9277462,"Dahl, Adrian",https://www.swedishmusicalheritage.com/composers/dahl-adrian/,1864 - 1935,,,,,,1888,,Svensk Musiktidning,,,,,Svensk Musiktidning,,,
3,,x,Tivoli polka,https://musescore.com/user/26911315/scores/24911605,"Dahl, Balduin",,1834 - 1891,,,,,,1866,,,,,,,,Wilhelm Hansen,Tivoli-album,
5,K,x,Dig elsker jeg,https://musescore.com/user/26911315/scores/6045423,"Dahl, Emma",https://no.wikipedia.org/wiki/Emma_Dahl,1819 - 1896,,Thomas Hood,https://en.wikipedia.org/wiki/Thomas_Hood,1799 - 1845,,,,,,Lyrcis 1840,,,,,,
5,K,x,Han tvær over Bænkene hang,https://musescore.com/user/26911315/scores/7046884,"Dahl, Emma",https://no.wikipedia.org/wiki/Emma_Dahl,1819 - 1896,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1864,,,,,,,,Johan Dahl,,
3,K,x,Ich sah dich Weinen,https://musescore.com/user/26911315/scores/5909401,"Dahl, Emma",https://no.wikipedia.org/wiki/Emma_Dahl,1819 - 1896,,,,,,,,,,,,,,,,
2,K,x,Margaretes vuggesang,https://musescore.com/user/26911315/scores/5969449,"Dahl, Emma",https://no.wikipedia.org/wiki/Emma_Dahl,1819 - 1896,,Henrik Ibsen,https://no.wikipedia.org/wiki/Henrik_Ibsen,1828 - 1906,,,,,,,,,,,,
0,K,x,Mazurka,https://musescore.com/user/26911315/scores/5943706,"Dahl, Emma",https://no.wikipedia.org/wiki/Emma_Dahl,1819 - 1896,,,,,,1844,,Opus 4,,,,,,,,
,,,Sang til Fredrikstad,,"Dahl, Ludvig",https://snl.no/Ludvig_Dahl,1864 - 1934,,Arne Svendsen,https://no.wikipedia.org/wiki/Arne_Svendsen,1884 - 1958,,1917,,Fredrikstad-sangen,,,,,,,,
3,,x,Vugget paa Vaagen,https://musescore.com/user/26911315/scores/20317588,"Dahl, Ludvig",https://snl.no/Ludvig_Dahl,1864 - 1934,,"Dietrichson, Lorentz",https://no.wikipedia.org/wiki/Lorentz_Dietrichson,1834 - 1917,,1911,,,,,Einar Økland,,,Einar Kaland,96,
,,,Liliekonval - Rheinländer,,"Dahl, O.",,,,,,,,1894,,,,,,,,Carl Warmuth,2007,
,,,Violerne,,"Dahl, O.",,,,,,,,1896,,,,,,,,Carl Warmuth,2151,
4,K,x,Mouritz polka,https://musescore.com/user/26911315/scores/24200743,"Dahm, Thalia",https://no.wikipedia.org/wiki/Thalia_Dahm,1828 - 1862,,,,,,1848,,,,,,,NB,Edward Winther,,
5, ,x,Et enigt Norge!,https://musescore.com/user/26911315/scores/13485118,"Danielsen, Daniel",,1864 - 1941,,,,,,1905,,Opus 53,,,,,,Haakon Zapffe,704,
3,,x,Marsch fanfare,https://musescore.com/user/26911315/scores/16716535,"Danielsen, Daniel",,1864 - 1941,,,,,,1922,,Opus 1,,,,,,Eget forlag,,
,,,Den glade grei,,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1911,,Bondedans opnoteret av Danning,,,,,,Norsk Musikforlag,4281,
4,,x,Fest-Intrata,https://musescore.com/user/26911315/scores/13702114,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1905,,,,,,,,"Otto Leonhardt, Bergen",O. L.,
2,,x,Innocentia,https://musescore.com/user/26911315/scores/14932582,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1908,,,,,,,,Warmuths Musikforlag,2847,
4,,x,Kan du glemme gamle Norge,https://musescore.com/user/26911315/scores/6581881,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,Anton Sannes,https://www.nb.no/items/9da160e1dca2943a42b6e1f1b8862abb?page=9&searchText=%22Anton%20Sannes%22,1853 - 1915,,1910,,Artikkel,,,,,,Haakon Zapffe,962,
4,,x,La mer calme,https://musescore.com/user/26911315/scores/16574674,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1911,,,,,,,,Norsk Musikforlag,4284,
3,,x,Melodi,https://musescore.com/user/26911315/scores/12045535,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1910,,,,,,,,,,
4,,x,Menuet rococo,https://musescore.com/user/26911315/scores/12712132,"Danning, Christian",https://snl.no/Christian_Danning,1867 - 1925,,,,,,1896?,,,,,,,PDF,IMSLP,,
3,K,x,De to Drosler,https://musescore.com/user/26911315/scores/6473726,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,Christian Winther,https://no.wikipedia.org/wiki/Christian_Winther,1796 - 1876,,Before 1845,,,,,,,,,,
4,K,x,En aften ved Alsteren,https://musescore.com/user/26911315/scores/5974715,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,"Welhaven, Johan Sebastian",https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,1885,,Poem from 1836,,,,,,,,
0,K,x,En ungbirk stander ved fjorden,https://musescore.com/user/26911315/scores/5969426,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,Jørgen Moe,https://no.wikipedia.org/wiki/Jørgen_Moe,1813 - 1882,,,,,,,,,,,,
2,K,x,Fedrelandssang,https://musescore.com/user/26911315/scores/6036401,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,"Bjørnson, Bjørnstjerne ",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,,,,,,,,,,,
0,K,x,Naar Solen ganger til Hvile,https://musescore.com/user/26911315/scores/5911411,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,Waldemar Thisted,https://en.wikipedia.org/wiki/Valdemar_Adolph_Thisted,1815 - 1887,,,,,,,,,,,,
,K,,"Sang fra ""Arne""",,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,,,,,,,,,,,
,K,x,Sympatier,https://musescore.com/user/26911315/scores/5974712,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,"Welhaven, Johan Sebastian",https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,,,,,,,,,,,
,K,x,Taaren,https://musescore.com/user/26911315/scores/6300476,"Dedekam, Sophie",https://no.wikipedia.org/wiki/Sophie_Dedekam,1820 - 1894,,Hans Christian Andersen,https://en.wikipedia.org/wiki/Hans_Christian_Andersen,1805 - 1875,,,,,,,,,,,,
,,,Melodie,,"Depret, J.",,,,,,,,1885,,Nordisk Musiktidende - no 5 1885,,,,,,,,
3,,x,Auteuil Longchamp,https://musescore.com/user/26911315/scores/14058625,"Desormes, Louis-César",https://nl.wikipedia.org/wiki/Louis-César_Desormes,1840 - 1898,,,,,,1889,,,,,,,,,,
3,,x,Bulgarische Parade-Marsch,https://musescore.com/user/26911315/scores/19917154,"Diamand, Josef",https://nl.wikipedia.org/wiki/Josef_Dam%C3%A1nski,1858 - 1942,,,,,,1890,,Op. 115,,,,,,Carl Warmuth,1671,
,,,Hochzeits-Marsch,,"Diamand, Josef",https://nl.wikipedia.org/wiki/Josef_Dam%C3%A1nski,1858 - 1942,,,,,,1889,,Op. 56,,,,,Internet,,,
4,,x,Victoria-Gavotte,https://musescore.com/user/26911315/scores/9190833,"Diamand, Josef",https://nl.wikipedia.org/wiki/Josef_Dam%C3%A1nski,1858 - 1942,,,,,,1888,,Op. 21,,,,,,Carl Warmuth,1350,
5,K,x,Burleske,https://musescore.com/user/26911315/scores/6753955,"Droucker, Sandra",https://en.wikipedia.org/wiki/Sandra_Droucker,1875 - 1944,,,,,,Before april 1933,,,,,,,,,,
2,K,x,Christmas-Day Secrets,https://musescore.com/user/26911315/scores/22355959,"Dutton, Theodora",https://en.wikipedia.org/wiki/Blanche_Ray_Alden,1870 - 1934,,,,,,1906,,,,,,,Internet,G. Schirmer,,
,,,Kawama,,"Dyberg, Ella",,,,,,,,,,,,,,,,,,
5,,x,Lille Kronprins Olav,https://musescore.com/user/26911315/scores/22503157,Trad (div),,,,"Ebbel, Bendix",https://snl.no/Bendix_Ebbell_-_forfatter,1869 - 1937,,1905,,Illustratør Fredrik Bødker,,,,,,Norsk Aktieforlag,,
5,,x,Doris Polka,https://musescore.com/user/26911315/scores/11986240,"Eckert, Wenzel",,1840 - 1901,,,,,,1875,,,,,,,,Carl Warmuth,213,
5,,x,La Fauvette,https://musescore.com/user/26911315/scores/23481502,"Egghard, Julius",https://de.wikipedia.org/wiki/Julius_Egghard,1834 - 1867,,,,,,1867,,Opus 248,,,,,,,,
,K,x,En Vaardrøm,https://musescore.com/user/26911315/scores/5879251,"Egeberg, Anna Louise (Knudsen)",,1896 - 1972,,,,,,1919,,,,,,,,Norsk Musikforlag,6051,
3,K,x,Isle of my dreams,https://musescore.com/user/26911315/scores/25447150,"Egeberg, Anna Louise (Knudsen)",,1896 - 1972,,"Liebich, Inga Lærum",https://no.wikipedia.org/wiki/Inga_Lærum_Liebich,1864 - 1936,,1927,,,,,,,,Musikcentralens forlag,172,
3,,x,Sonofret,https://musescore.com/user/26911315/scores/5943209,"Egeberg, Anna Louise (Knudsen)",,1896 - 1972,,Edin Holme,https://no.wikipedia.org/wiki/Edin_Holme,1865 - 1927,,1922,,,,,,,,,,
0,K,x,I Folketone (No 2),https://musescore.com/user/26911315/scores/5943503,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,,,,,,,,,,,
1,K,x,I Folketone (No 3),https://musescore.com/user/26911315/scores/5965622,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,,,,,,,,,,,
,K,x,Skizze,https://musescore.com/user/26911315/scores/9628030,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,1893,,,,,,,,Carl Warmuth,1941,
0,K,x,Springdans,https://musescore.com/user/26911315/scores/5965625,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,1891,,,,,,,,,,
2,K,x,Tarantella,https://musescore.com/user/26911315/scores/11397799,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,1891,,,,,,,PDF,Carl Warmuth,1732,
2,K,x,Ungbirken,https://musescore.com/user/26911315/scores/9065561,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,"Moe, Jørgen",https://nn.wikipedia.org/wiki/Jørgen_Moe,1813 - 1882,,1891,,,,,,,,Carl Warmuth,1729,
,K,,Wasserfluth,,"Egeberg, Anna Sophie",https://no.wikipedia.org/wiki/Anna_Egeberg,1843 - 1914,,,,,,,,,,,,,,,,
3,K,x,Aftensang,https://musescore.com/user/26911315/scores/6036425,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,,,,,1853,,,,,,,,,,
5,K,x,"Herre, tag i din sterke Haand",https://musescore.com/user/26911315/scores/7972772,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1860,,"""From ""Arne"".",,,,,,,,
,K,,Julemorgen,,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,Johan Sebastian Welhaven,https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,,,,,,,,,,,
4,K,x,Killebukken,https://musescore.com/user/26911315/scores/6138321,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1860,,"""From ""Arne"".",,,,,,,,
,K,,Seks sange uden Ord,,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,,,,,,,,,,,,,,,
,K,x,To sanger,https://musescore.com/user/26911315/scores/8867391,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,Johan Sebastian Welhaven,https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,1849,,,,,,,,,,
,K,,Treet,,"Egeberg, Fredrikke",https://no.wikipedia.org/wiki/Fredrikke_Egeberg,1815 - 1861,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1860,,,,,,,,,,
,,x,Juletreet,https://musescore.com/user/26911315/scores/6095639,"Egge, Ragnvald",https://www.digitalarkivet.no/view/387/pc00000001803330,1894 - 1970,,Johan Sverdrup Holt,,1876 - 1945,,Dagbladet 24. dec. 1924,,,,,,,,,,
2,K,x,I godt Humör,https://musescore.com/user/26911315/scores/6036262,"Egholdt, Ragnhild (f. Glesne?)",,1892 - 1989,,,,,,1912,,,,,,,,,,
4,,x,Rida Ranka,https://musescore.com/user/26911315/scores/13839796,"Ekenberg, August",https://sv.wikipedia.org/wiki/August_Ekenberg,1864 - 1935,,"Hallbäck, Hans Henric",https://sv.wikipedia.org/wiki/Hans_Henric_Hallbäck,1838 - 1885,,1893,,,,,,,,,,
2,,x,Barnesmil,https://musescore.com/user/26911315/scores/21410539,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,,,,,1885,,,,,,,,Carl Warmuth,1000,
4,,x,Eg veit ei liti gjenta,https://musescore.com/user/26911315/scores/6217000,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,Georg Robert Schirmer,https://no.wikipedia.org/wiki/Georg_Robert_Schirmer,1845 - 1917,,1909,,"""Fem sange"" ",,,,,,Oluf By,398,
,,,Norsk Militærmarsch,,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,,,,,1910,,,,,,,,Oluf By,1245,
,,x,Svundne Dage,https://musescore.com/user/26911315/scores/8615921,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,,,,,1908,,,,,,,,Oluf By,387/388,
5,,x,Vals,https://musescore.com/user/26911315/scores/10385902,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,,,,,1878,,Opus 1,,,,,,,,
,,,Walzer,,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,,,,,1888,,Opus 28 No. 6,,,,,,Berlin,,
,,x,Åbne vande,https://musescore.com/user/26911315/scores/11236744,"Elling, Catharinus",https://no.wikipedia.org/wiki/Catharinus_Elling,1858 - 1942,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1893,,Published 1895,,,,,,Wilhelm Hansen,,
4,K,x,Barnedage,https://musescore.com/user/26911315/scores/6914176,"Enger, Nelly",https://no.wikipedia.org/wiki/Nelly_Enger,1873 - 1953,,,,,,1921,,Op 9,,,,,,Norsk Musikforlag,4983,
,K,x,Mot høst,https://musescore.com/user/26911315/scores/6200323,"Enger, Nelly",https://no.wikipedia.org/wiki/Nelly_Enger,1873 - 1953,,,,,,1917,,Op 7 No. 2,,,,,,Norsk Musikforlag,4772,
4,K,x,Skizzer,https://musescore.com/user/26911315/scores/15213118,"Enger, Nelly",https://no.wikipedia.org/wiki/Nelly_Enger,1873 - 1953,,,,,,1903,,Op. 3,,,,,,Carl Warmuth,2617,
3,,x,Bachfischen,https://musescore.com/user/26911315/scores/11415022,"Enger, Svend",https://www.nb.no/items/2ef1133ff4df86c980074498ec312c68?page=5&searchText=%22Svend%20Enger%22,1872 - 1938,,,,,,1911/1912,,,,,,,,Haakon Zapffe,1138,
,,,Bryllupsfest,,"Enger, Svend",https://www.nb.no/items/2ef1133ff4df86c980074498ec312c68?page=5&searchText=%22Svend%20Enger%22,1872 - 1938,,,,,,1920,,Op 4,,,,,,Oluf By,1633,
,,x,Til Dig,https://musescore.com/user/26911315/scores/9686791,"Enger, Svend",https://www.nb.no/items/2ef1133ff4df86c980074498ec312c68?page=5&searchText=%22Svend%20Enger%22,1872 - 1938,,,,,,1915,,,,,,,,,,
4,,x,Ballade,https://musescore.com/user/26911315/scores/20697469,"Eriksen, Oluf Emil",,1841 - 1911,,,,,,1883,,Op. 6,,,,,,Carl Warmuth,881,
,,x,Stille sorg,https://musescore.com/user/26911315/scores/5873485,"Espen, Theodor (Carl Gaenschals)",https://www.klassika.info/Komponisten/Gaenschals_Carl/index.html,1847 - 1906,,,,,,1893,,Op. 21,,,,,,,,
